
2021-12-03 08:52:17,181 - - Tread:MainThread-->23700 - - my_log.py:28 - - DEBUG----> debug日志
2021-12-03 08:52:17,182 - - Tread:MainThread-->23700 - - my_log.py:29 - - INFO----> info日志
2021-12-04 14:46:04,181 - - Tread:MainThread-->27168 - - test_login.py:31 - - INFO----> 调用接口开始
2021-12-04 14:54:57,384 - - Tread:MainThread-->2380 - - test_login.py:31 - - INFO----> 调用接口开始
2021-12-04 14:56:19,085 - - Tread:MainThread-->25152 - - test_login.py:31 - - INFO----> 调用接口开始
2021-12-04 14:56:19,102 - - Tread:MainThread-->25152 - - test_login.py:39 - - INFO----> 调用接口结束
2021-12-04 14:56:19,137 - - Tread:MainThread-->25152 - - test_login.py:50 - - ERROR----> {'message': '登录成功!', 'status': '200'} != '{"message":"登录成功!","status":"200"}'
2021-12-04 14:57:31,048 - - Tread:MainThread-->24396 - - test_login.py:31 - - INFO----> 调用接口开始
2021-12-04 14:57:31,067 - - Tread:MainThread-->24396 - - test_login.py:39 - - INFO----> 调用接口结束
2021-12-04 14:58:12,757 - - Tread:MainThread-->18172 - - test_login.py:31 - - INFO----> 调用接口开始
2021-12-04 14:58:12,772 - - Tread:MainThread-->18172 - - test_login.py:39 - - INFO----> 调用接口结束
2021-12-04 20:24:24,330 - - Tread:MainThread-->4204 - - test_login.py:31 - - INFO----> 调用接口开始
2021-12-04 20:24:24,387 - - Tread:MainThread-->4204 - - test_login.py:39 - - INFO----> 调用接口结束
2021-12-04 21:00:22,111 - - Tread:MainThread-->15540 - - test_login.py:32 - - INFO----> 调用接口开始
2021-12-04 21:00:22,133 - - Tread:MainThread-->15540 - - test_login.py:40 - - INFO----> 调用接口结束
2021-12-04 21:07:10,449 - - Tread:MainThread-->2436 - - test_login.py:32 - - INFO----> 调用接口开始
2021-12-04 21:07:10,468 - - Tread:MainThread-->2436 - - test_login.py:40 - - INFO----> 调用接口结束
2021-12-04 21:11:43,197 - - Tread:MainThread-->13936 - - test_login.py:32 - - INFO----> 调用接口开始
2021-12-04 21:11:43,219 - - Tread:MainThread-->13936 - - test_login.py:40 - - INFO----> 调用接口结束
2021-12-04 21:18:45,672 - - Tread:MainThread-->17352 - - test_login.py:32 - - INFO----> 调用接口开始
2021-12-04 21:18:45,692 - - Tread:MainThread-->17352 - - test_login.py:40 - - INFO----> 调用接口结束
2021-12-04 21:18:45,726 - - Tread:MainThread-->17352 - - test_login.py:51 - - ERROR----> '{"message": "登录成功!","status": "200"}' != {'message': '登录成功!', 'status': '200'}
2021-12-04 21:18:45,726 - - Tread:MainThread-->17352 - - test_login.py:32 - - INFO----> 调用接口开始
2021-12-04 21:18:45,736 - - Tread:MainThread-->17352 - - test_login.py:40 - - INFO----> 调用接口结束
2021-12-04 21:18:45,765 - - Tread:MainThread-->17352 - - test_login.py:51 - - ERROR----> None != {'data': '187000000251', 'message': '手机号格式不正确,请重新填写手机号!', 'status': '20004'}
2021-12-04 21:19:51,862 - - Tread:MainThread-->15244 - - test_login.py:32 - - INFO----> 调用接口开始
2021-12-04 21:19:51,887 - - Tread:MainThread-->15244 - - test_login.py:40 - - INFO----> 调用接口结束
2021-12-04 21:19:51,943 - - Tread:MainThread-->15244 - - test_login.py:32 - - INFO----> 调用接口开始
2021-12-04 21:19:51,963 - - Tread:MainThread-->15244 - - test_login.py:40 - - INFO----> 调用接口结束
2021-12-04 21:19:54,656 - - Tread:MainThread-->17904 - - test_login.py:32 - - INFO----> 调用接口开始
2021-12-04 21:19:54,671 - - Tread:MainThread-->17904 - - test_login.py:40 - - INFO----> 调用接口结束
2021-12-04 21:19:54,703 - - Tread:MainThread-->17904 - - test_login.py:32 - - INFO----> 调用接口开始
2021-12-04 21:19:54,710 - - Tread:MainThread-->17904 - - test_login.py:40 - - INFO----> 调用接口结束
2021-12-04 21:22:51,546 - - Tread:MainThread-->27284 - - test_login.py:32 - - INFO----> 调用接口开始
2021-12-04 21:22:51,563 - - Tread:MainThread-->27284 - - test_login.py:40 - - INFO----> 调用接口结束
2021-12-04 21:22:51,591 - - Tread:MainThread-->27284 - - test_login.py:32 - - INFO----> 调用接口开始
2021-12-04 21:22:51,599 - - Tread:MainThread-->27284 - - test_login.py:40 - - INFO----> 调用接口结束
2021-12-04 21:25:01,690 - - Tread:MainThread-->16576 - - test_login.py:33 - - INFO----> 调用接口开始
2021-12-04 21:25:01,714 - - Tread:MainThread-->16576 - - test_login.py:41 - - INFO----> 调用接口结束
2021-12-04 21:25:01,748 - - Tread:MainThread-->16576 - - test_login.py:33 - - INFO----> 调用接口开始
2021-12-04 21:25:01,757 - - Tread:MainThread-->16576 - - test_login.py:41 - - INFO----> 调用接口结束
2021-12-05 06:41:28,350 - - Tread:MainThread-->13868 - - test_login.py:34 - - INFO----> 调用接口开始
2021-12-05 06:41:28,403 - - Tread:MainThread-->13868 - - test_login.py:42 - - INFO----> 调用接口结束
2021-12-05 06:41:28,431 - - Tread:MainThread-->13868 - - test_login.py:34 - - INFO----> 调用接口开始
2021-12-05 06:41:28,438 - - Tread:MainThread-->13868 - - test_login.py:42 - - INFO----> 调用接口结束
2021-12-05 06:41:28,482 - - Tread:MainThread-->13868 - - test_login.py:95 - - INFO----> ----------->用例:注册成功不通过
2021-12-05 06:41:28,520 - - Tread:MainThread-->13868 - - test_login.py:95 - - INFO----> ----------->用例:手机号已注册不通过
2021-12-05 06:41:28,554 - - Tread:MainThread-->13868 - - test_login.py:100 - - INFO----> ----------->用例:手机号格式不正确不通过
2021-12-05 06:41:28,590 - - Tread:MainThread-->13868 - - test_login.py:100 - - INFO----> ----------->用例:密码长度不对不通过
2021-12-05 06:41:28,629 - - Tread:MainThread-->13868 - - test_login.py:100 - - INFO----> ----------->用例:账号已经注册过不通过
2021-12-05 06:45:39,042 - - Tread:MainThread-->22952 - - test_login.py:34 - - INFO----> 调用接口开始
2021-12-05 06:45:39,055 - - Tread:MainThread-->22952 - - test_login.py:42 - - INFO----> 调用接口结束
2021-12-05 06:45:39,059 - - Tread:MainThread-->22952 - - test_login.py:34 - - INFO----> 调用接口开始
2021-12-05 06:45:39,065 - - Tread:MainThread-->22952 - - test_login.py:42 - - INFO----> 调用接口结束
2021-12-05 06:45:39,085 - - Tread:MainThread-->22952 - - test_login.py:100 - - INFO----> ----------->用例:注册成功不通过
2021-12-05 06:45:39,100 - - Tread:MainThread-->22952 - - test_login.py:95 - - INFO----> ----------->用例:手机号已注册不通过
2021-12-05 06:45:39,111 - - Tread:MainThread-->22952 - - test_login.py:100 - - INFO----> ----------->用例:手机号格式不正确不通过
2021-12-05 06:45:39,126 - - Tread:MainThread-->22952 - - test_login.py:100 - - INFO----> ----------->用例:密码长度不对不通过
2021-12-05 06:45:39,142 - - Tread:MainThread-->22952 - - test_login.py:100 - - INFO----> ----------->用例:账号已经注册过不通过
2021-12-05 06:45:50,107 - - Tread:MainThread-->18368 - - test_login.py:34 - - INFO----> 调用接口开始
2021-12-05 06:45:50,120 - - Tread:MainThread-->18368 - - test_login.py:42 - - INFO----> 调用接口结束
2021-12-05 06:45:50,147 - - Tread:MainThread-->18368 - - test_login.py:34 - - INFO----> 调用接口开始
2021-12-05 06:45:50,154 - - Tread:MainThread-->18368 - - test_login.py:42 - - INFO----> 调用接口结束
2021-12-05 06:45:50,197 - - Tread:MainThread-->18368 - - test_login.py:95 - - INFO----> ----------->用例:注册成功不通过
